"","species","area.km2","status"
"9014","Eremurus robustus",2780069.51555571,"NT"
"9015","Eriospermum mackenii",2409613.64022694,"NT"
"9016","Philodendron grandipes",273966.986058111,"NT"
"9017","Caryota urens",8712888.62825325,"NT"
"9018","Corypha utan",4197220.14703081,"NT"
"9019","Calamus caryotoides",250861.192279633,"NT"
"9020","Iriartea deltoidea",4174365.49207044,"NT"
"9021","Chamaedorea pochutlensis",361681.694029951,"NT"
"9022","Basselinia pancheri",18815.3536856486,"VU"
"9023","Drimia uniflora",841389.687912168,"NT"
"9024","Caladium humboldtii",9426197.88367781,"NT"
"9025","Echeandia flavescens",1492371.6751329,"NT"
"9026","Ambrosina bassii",135628.210994537,"NT"
"9027","Amorphophallus paeoniifolius",10895998.7258639,"NT"
"9028","Anthurium crenatum",1421426.72599651,"NT"
"9029","Arisaema heterophyllum",3676889.15232429,"NT"
"9030","Arisaema jacquemontii",2112254.65119637,"NT"
"9031","Anemone berlandieri",1918099.42511403,"NT"
"9032","Plagiomnium cuspidatum",44014418.1780469,"NT"
"9033","Danthonia compressa",2975286.11542228,"NT"
"9034","Franklinia alatamaha",1050348.06468212,"NT"
"9035","Platycodon grandiflorus",23713163.4958269,"NT"
"9036","Penstemon pinifolius",174438.841705681,"NT"
"9037","Annona senegalensis",15155424.1709761,"NT"
"9038","Leonotis nepetifolia",27461799.8058065,"NT"
"9039","Crataegus phaenopyrum",5441340.3183041,"NT"
"9040","Veronicastrum virginicum",4104092.06633863,"NT"
"9041","Urtica gracilis",14407524.0139187,"NT"
"9042","Symplocos tinctoria",981020.203241889,"NT"
"9043","Afzelia xylocarpa",1685136.95429832,"NT"
"9044","Acis nicaeensis",5312.21082405635,"VU"
"9045","Agelaea pentagyna",7295967.13067729,"NT"
"9046","Bromheadia finlaysoniana",3962621.84700538,"NT"
"9047","Silene acutifolia",66236.8168364136,"NT"
"9048","Linaria caesia",163043.619932466,"NT"
"9049","Narcissus calcicola",46461.6028289329,"NT"
"9050","Narcissus rupicola",217104.215087159,"NT"
"9051","Symphyotrichum pilosum",4074605.68915588,"NT"
"9052","Megaskepasma erythrochlamys",18893396.099182,"NT"
"9053","Gentiana lutea",948001.28314567,"NT"
"9054","Oenothera perennis",4709229.20933361,"NT"
"9055","Agalinis heterophylla",980565.509876367,"NT"
"9056","Rudbeckia fulgida",9312967.24138078,"NT"
"9057","Penstemon cobaea",1075623.0001165,"NT"
"9058","Viburnum rafinesqueanum",5328403.12951877,"NT"
"9059","Viola affinis",2907461.13843782,"NT"
"9060","Lindernia grandiflora",167723.037746983,"NT"
"9061","Kallstroemia maxima",4252982.70633525,"NT"
"9062","Hieracium scabrum",4386658.00113719,"NT"
"9063","Cuscuta gronovii",4329478.75725306,"NT"
"9064","Galium obtusum",3885013.36845381,"NT"
"9065","Chrysopogon zizanioides",28679219.4301941,"NT"
"9066","Vitis mustangensis",745855.017394695,"NT"
"9067","Campanula lasiocarpa",5341492.39108779,"NT"
"9068","Cephalotaxus harringtonia",5562949.46372197,"NT"
"9069","Haplopteris elongata",8614243.85118705,"NT"
"9070","Lophosoria quadripinnata",2756714.81017164,"NT"
"9071","Blechnum fragile",1036883.17332954,"NT"
"9072","Blechnum occidentale",5907782.935528,"NT"
"9073","Athyrium niponicum",5690309.90895497,"NT"
"9074","Hymenasplenium cheilosorum",2005366.39452124,"NT"
"9075","Hymenasplenium excisum",6599907.24394686,"NT"
"9076","Asplenium aethiopicum",11222909.45497,"NT"
"9077","Asplenium monanthes",1878608.41054421,"NT"
"9078","Alsophila spinulosa",8440289.166831,"NT"
"9079","Tylosema fassoglense",8930541.15911879,"NT"
"9080","Strophostyles leiosperma",2561161.87091969,"NT"
"9081","Urochloa texana",1369513.54580887,"NT"
"9082","Caladenia praecox",64511.3864852802,"NT"
"9083","Rhynchosia acuminatifolia",404857.155661852,"NT"
"9084","Pachysandra terminalis",7317713.99269253,"NT"
"9085","Vernonia noveboracensis",1109407.9857988,"NT"
"9086","Asclepias feayi",76231.9996864512,"NT"
"9087","Thalictrum revolutum",2415290.38927769,"NT"
"9088","Artemisia abrotanum",6244832.26389956,"NT"
"9089","Matelea obliqua",866315.693487735,"NT"
"9090","Castilleja tenuiflora",917192.974898347,"NT"
"9091","Pluchea baccharis",703660.986089127,"NT"
"9092","Salvia splendens",77641544.0336593,"NT"
"9093","Syngonium podophyllum",15880328.8806953,"NT"
"9094","Chamaemelum nobile",1813831.15867294,"NT"
"9095","Drosera aberrans",200678.368983488,"NT"
"9096","Nemastylis tenuis",756215.038136887,"NT"
"9097","Isopogon asper",61195.9634601819,"NT"
"9098","Isopogon anemonifolius",76541.6384782469,"NT"
"9099","Banksia ashbyi",344976.843803929,"NT"
"9100","Banksia formosa",250668.653898916,"NT"
"9101","Kennedia prostrata",1180715.70799834,"NT"
"9102","Glossodia minor",257588.010210589,"NT"
"9103","Drosera macrantha",408795.539683392,"NT"
"9104","Drosera glanduligera",915840.922085115,"NT"
"9105","Smilax pumila",622907.695034946,"NT"
"9106","Asterella tenella",2642120.02038304,"NT"
"9107","Agrostis perennans",4600678.24604555,"NT"
"9108","Rhododendron prinophyllum",1590709.0232416,"NT"
"9109","Carex argyrantha",2055319.47560511,"NT"
"9110","Pinguicula alpina",7903497.04506731,"NT"
"9111","Rhododendron hirsutum",150084.748280854,"NT"
"9112","Salvia glutinosa",1886015.3345843,"NT"
"9113","Viola trinervata",33960.2993049362,"NT"
"9114","Castilleja thompsonii",312201.094296944,"NT"
"9115","Ageratum conyzoides",37631832.6793308,"NT"
"9116","Andrographis paniculata",10672621.8681365,"NT"
"9117","Aristolochia fimbriata",1284831.4946813,"NT"
"9118","Dichanthelium latifolium",3825195.63769248,"NT"
"9119","Clematis crispa",1087842.3504988,"NT"
"9120","Elymus riparius",2731103.75014772,"NT"
"9121","Rhynchospora megalocarpa",522367.149904363,"NT"
"9122","Campanula cenisia",50116.3801448098,"NT"
"9123","Lonicera villosa",5320649.9626596,"NT"
"9124","Sphagnum warnstorfii",27119952.8899767,"NT"
"9125","Sphagnum magellanicum",4883012.34765694,"NT"
"9126","Sphagnum papillosum",8842626.59954777,"NT"
"9127","Carex loliacea",23950268.6559786,"NT"
"9128","Carex tenuiflora",14410688.5830954,"NT"
"9129","Carex magellanica",25825874.5897763,"NT"
"9130","Calliergon cordifolium",18785765.345713,"NT"
"9131","Englerophytum natalense",171845.770064255,"NT"
"9132","Cussonia spicata",1209913.5512695,"NT"
"9133","Sphagnum wulfianum",13109142.7106062,"NT"
"9134","Celtis mildbraedii",514808.17280915,"NT"
"9135","Asclepias rubra",399334.826294762,"NT"
"9136","Kummerowia stipulacea",4511344.03889756,"NT"
"9137","Kummerowia striata",6223018.48540817,"NT"
"9138","Eriogonum racemosum",728955.036571545,"NT"
"9139","Lithospermum multiflorum",681516.610850064,"NT"
"9140","Penstemon virgatus",392524.562988205,"NT"
"9141","Carex gynandra",3442426.06592689,"NT"
"9142","Erigeron acris",38565077.9093788,"NT"
"9143","Erigeron aureus",207456.276317375,"NT"
"9144","Penstemon serrulatus",953257.018304244,"NT"
"9145","Cirsium edule",1695893.93408918,"NT"
"9146","Polystichum andersonii",463983.108774107,"NT"
"9147","Antennaria lanata",11957134.3647754,"NT"
"9148","Silene parryi",1016473.83346315,"NT"
"9149","Carex deweyana",3646380.06209213,"NT"
"9150","Luzula hitchcockii",346345.518034364,"NT"
"9151","Lupinus arcticus",10091875.4898383,"NT"
"9152","Huperzia occidentalis",592699.196464485,"NT"
"9153","Melica smithii",416545.576391354,"NT"
"9154","Scutellaria racemosa",3102920.85049061,"NT"
"9155","Juncus secundus",2006285.91465554,"NT"
"9156","Escobaria alversonii",22124.1574065423,"NT"
"9157","Hottonia inflata",1242617.60955583,"NT"
"9158","Isoetes melanopoda",1334758.79028624,"NT"
"9159","Phacelia ranunculacea",187172.8678399,"NT"
"9160","Silene ovata",151511.57604927,"NT"
"9161","Acer tataricum",26625343.8683283,"NT"
"9162","Cotinus obovatus",98656455.0277292,"NT"
"9163","Juglans major",2228037.0554997,"NT"
"9164","Larix kaempferi",6966754.77614476,"NT"
"9165","Magnolia kobus",11768497.6287592,"NT"
"9166","Ostrya knowltonii",389318.723798827,"NT"
"9167","Pinus strobiformis",569569.681732498,"NT"
"9168","Pistacia chinensis",201536143.876542,"NT"
"9169","Prunus padus",46172861.1376149,"NT"
"9170","Pyrus ussuriensis",23179121.1032081,"NT"
"9171","Sambucus cerulea",2950386.10590083,"NT"
"9172","Tilia tomentosa",9314865.67563043,"NT"
"9173","Persicaria longiseta",7085787.95788082,"NT"
"9174","Pseudognaphalium obtusifolium",4974419.64080433,"NT"
"9175","Penstemon cardwellii",149538.585575985,"NT"
"9176","Caladenia lyallii",246889.601812336,"NT"
"9177","Boronia citriodora",85728.5349803813,"NT"
"9178","Richea pandanifolia",55117.2654365332,"NT"
"9179","Eurybia schreberi",2417450.47966946,"NT"
"9180","Ozothamnus rodwayi",53130.210246659,"NT"
"9181","Muhlenbergia tenuiflora",1564017.03144458,"NT"
"9182","Carex tuckermanii",1404836.95172593,"NT"
"9183","Eryngium carlinae",581242.740856291,"NT"
"9184","Crataegus microphylla",4614196.16563338,"NT"
"9185","Crataegus coccinea",6861245.77070866,"NT"
"9186","Dicksonia antarctica",1123340.81504286,"NT"
"9187","Astelia alpina",49230.0643859913,"NT"
"9188","Pterygopappus lawrencei",38818.5634304148,"NT"
"9189","Grevillea australis",134185.948788274,"NT"
"9190","Leptecophylla juniperina",429573.405062755,"NT"
"9191","Pultenaea juniperina",361394.081739449,"NT"
"9192","Glandularia gooddingii",2624820.00452713,"NT"
"9193","Hedychium coronarium",28165348.443375,"NT"
"9194","Cyperus filiculmis",821560.27086358,"NT"
"9195","Delosperma cooperi",19390486.4656912,"NT"
"9196","Eleutherococcus sieboldianus",803680.826075601,"NT"
"9197","Galium pilosum",3255013.26357052,"NT"
"9198","Quercus ellipsoidalis",805547.91624951,"NT"
"9199","Persicaria virginiana",3245820.47182034,"NT"
"9200","Lewisia columbiana",252501.347493711,"NT"
"9201","Chaenactis thompsonii",14341.688942204,"VU"
"9202","Ivesia tweedyi",124443.718314618,"NT"
"9203","Banksia sessilis",300986.292661643,"NT"
"9204","Gentiana glauca",5242299.85501304,"NT"
"9205","Croton menyharthii",3445883.67885302,"NT"
"9206","Hibbertia vestita",211157.54310701,"NT"
"9207","Harrimanella stelleriana",1764359.28216659,"NT"
"9208","Boykinia richardsonii",1811379.9382995,"NT"
"9209","Chrysosplenium wrightii",3633478.67534006,"NT"
"9210","Mitella nuda",13182658.9277007,"NT"
"9211","Parnassia kotzebuei",13321737.7502588,"NT"
"9212","Saxifraga aizoides",9146719.69161259,"NT"
"9213","Saxifraga adscendens",1506899.72864024,"NT"
"9214","Saxifraga eschscholtzii",1788246.89760695,"NT"
"9215","Saxifraga cernua",26472321.3695476,"NT"
"9216","Saxifraga hirculus",23980242.1045911,"NT"
"9217","Saxifraga flagellaris",14627957.2117331,"NT"
"9218","Saxifraga sibirica",4533109.93506583,"NT"
"9219","Saxifraga tricuspidata",8911501.20829383,"NT"
"9220","Saxifraga serpyllifolia",9148483.68368708,"NT"
"9221","Diapensia lapponica",6448022.33863744,"NT"
"9222","Cerastium alpinum",29532658.0528358,"NT"
"9223","Euonymus obovatus",1080279.73547832,"NT"
"9224","Ionactis linariifolia",3373625.82465829,"NT"
"9225","Solidago ptarmicoides",3675452.48291994,"NT"
"9226","Selaginella sibirica",9197540.62323372,"NT"
"9227","Fritillaria pyrenaica",202123.750451041,"NT"
"9228","Penstemon fruticosus",921443.932416122,"NT"
"9229","Hypericum gentianoides",2342999.60601027,"NT"
"9230","Hypericum drummondii",1748997.2638505,"NT"
"9231","Senecio hercynicus",376988.608367818,"NT"
"9232","Setaria magna",599969.402342679,"NT"
"9233","Agonis flexuosa",735564.057711542,"NT"
"9234","Petrophile canescens",513008.644875267,"NT"
"9235","Petrophile biloba",33567.9582576775,"NT"
"9236","Petrophile linearis",180024.151760328,"NT"
"9237","Eucalyptus marginata",194215.609801074,"NT"
"9238","Patersonia occidentalis",623093.685347338,"NT"
"9239","Thelymitra crinita",178636.399011319,"NT"
"9240","Stylidium amoenum",93288.9302047161,"NT"
"9241","Phyllanthus calycinus",266949.601436795,"NT"
"9242","Hibbertia hypericoides",230945.732057111,"NT"
"9243","Grevillea synapheae",448825.311121007,"NT"
"9244","Dampiera linearis",404440.630047715,"NT"
"9245","Chorizema dicksonii",73565.6219273605,"NT"
"9246","Allocasuarina fraseriana",134465.349041454,"NT"
"9247","Acacia alata",339361.683445488,"NT"
"9248","Bossiaea ornata",154907.631200515,"NT"
"9249","Clematis pubescens",224821.162891674,"NT"
"9250","Daviesia decurrens",355647.842918945,"NT"
"9251","Eucalyptus patens",122915.263314676,"NT"
"9252","Hakea lissocarpha",489572.079158756,"NT"
"9253","Hovea trisperma",190169.326429438,"NT"
"9254","Lyginia imberbis",297044.442172521,"NT"
"9255","Epilobium coloratum",3245646.82053268,"NT"
"9256","Xanthorrhoea gracilis",74001.1080775731,"NT"
"9257","Adenanthos barbiger",55998.7361339078,"NT"
"9258","Eucalyptus wandoo",244884.482405138,"NT"
"9259","Persoonia elliptica",116896.721280724,"NT"
"9260","Xanthorrhoea preissii",167470.800040159,"NT"
"9261","Orthrosanthus laxus",367125.91394981,"NT"
"9262","Dasypogon hookeri",13403.6174546243,"VU"
"9263","Symphyotrichum tenuifolium",814848.919575266,"NT"
"9264","Scleria verticillata",1483678.17003578,"NT"
"9265","Stylidium calcaratum",302685.73824666,"NT"
"9266","Stylidium affine",77330.6941524698,"NT"
"9267","Stylidium schoenoides",200730.633363234,"NT"
"9268","Boronia spathulata",167120.32729068,"NT"
"9269","Caladenia flava",470181.125600857,"NT"
"9270","Dampiera hederacea",65163.5857271179,"NT"
"9271","Dasypogon bromeliifolius",143915.204478552,"NT"
"9272","Elythranthera emarginata",324264.551664545,"NT"
"9273","Hardenbergia comptoniana",148698.315193087,"NT"
"9274","Elythranthera brunonis",318428.09784485,"NT"
"9275","Gompholobium ovatum",40110.4648773639,"NT"
"9276","Hovea elliptica",69345.2801422996,"NT"
"9277","Amaranthus cannabinus",384226.699366747,"NT"
"9278","Delphinium glareosum",134348.869779163,"NT"
"9279","Ranunculus lanuginosus",2573107.58601422,"NT"
"9280","Stylidium soboliferum",24545.2894982724,"NT"
"9281","Asclepias tomentosa",291303.995696761,"NT"
"9282","Coix lacryma-jobi",20608407.6245907,"NT"
"9283","Fagopyrum esculentum",142573665.007777,"NT"
"9284","Bertholletia excelsa",7533670.54283922,"NT"
"9285","Sempervivum montanum",219383.363895764,"NT"
"9286","Stylidium adnatum",188382.002789898,"NT"
"9287","Stylidium androsaceum",320245.75663903,"NT"
"9288","Stylidium assimile",16519.4694529793,"VU"
"9289","Stylidium caricifolium",120832.843923524,"NT"
"9290","Stylidium ciliatum",183469.217210179,"NT"
"9291","Stylidium crassifolium",132596.344688798,"NT"
"9292","Stylidium crossocephalum",71328.3986482516,"NT"
"9293","Stylidium despectum",665685.036814613,"NT"
"9294","Stylidium dichotomum",385827.978236503,"NT"
"9295","Stylidium diuroides",89130.3406133476,"NT"
"9296","Stylidium diversifolium",75851.7781055003,"NT"
"9297","Stylidium ecorne",394848.838734398,"NT"
"9298","Stylidium elongatum",116004.523896904,"NT"
"9299","Stylidium graminifolium",922955.717342391,"NT"
"9300","Stylidium productum",61665.849757715,"NT"
"9301","Stylidium laricifolium",497090.573273642,"NT"
"9302","Bartonia virginica",2730377.90432905,"NT"
"9303","Hosta plantaginea",25821699.3974509,"NT"
"9304","Solidago patula",2855819.66767772,"NT"
"9305","Dichanthelium dichotomum",2608557.84339468,"NT"
"9306","Gentianopsis thermalis",397432.123217114,"NT"
"9307","Aquilegia saximontana",94967.2459485242,"NT"
"9308","Ligularia dentata",15999324.8333358,"NT"
"9309","Cuphea aequipetala",1100774.86350481,"NT"
"9310","Milla biflora",732290.561155336,"NT"
"9311","Tigridia pavonia",1355122.13732922,"NT"
"9312","Dahlia coccinea",1077038.09764627,"NT"
"9313","Stachys coccinea",1298487.22676744,"NT"
"9314","Chrysopsis subulata",66672.4661223773,"NT"
"9315","Commelina tuberosa",2351456.06831093,"NT"
"9316","Loeselia mexicana",596521.590218967,"NT"
"9317","Canna indica",67834835.5698367,"NT"
"9318","Salvia patens",1369905.49957663,"NT"
"9319","Platanthera chapmanii",61347.4310620096,"NT"
"9320","Desmodium sessilifolium",1468328.45120219,"NT"
"9321","Symphyotrichum prenanthoides",2087453.52504279,"NT"
"9322","Arnoglossum atriplicifolium",2657525.42699969,"NT"
"9323","Solidago bicolor",1812923.07271481,"NT"
"9324","Thunbergia neglecta",1333916.94140883,"NT"
"9325","Thunbergia natalensis",770663.496448406,"NT"
"9326","Justicia protracta",7058749.85330996,"NT"
"9327","Thunbergia atriplicifolia",382567.970507894,"NT"
"9328","Justicia petiolaris",847895.805031401,"NT"
"9329","Hypoestes aristata",3963845.46288735,"NT"
"9330","Crossandra fruticulosa",76468.1586465104,"NT"
"9331","Cattleya trianae",488097.636028658,"NT"
"9332","Parthenium bipinnatifidum",1796746.23998161,"NT"
"9333","Ipomopsis longiflora",1559835.63746716,"NT"
"9334","Thesium linophyllon",2129846.5102093,"NT"
"9335","Stephania abyssinica",2640155.72313047,"NT"
"9336","Lablab purpureus",135023295.057564,"NT"
"9337","Euphorbia paralias",2267060.70262585,"NT"
"9338","Zephyranthes minuta",860116.105508082,"NT"
"9339","Dahlia merckii",936686.180561574,"NT"
"9340","Malva alcea",6934389.7734027,"NT"
"9341","Begonia gracilis",845205.915398385,"NT"
"9342","Artemisia frigida",21131648.2114792,"NT"
"9343","Artemisia austriaca",5573649.73274038,"NT"
"9344","Mertensia paniculata",7738401.12283956,"NT"
"9345","Felicia amelloides",5780763.15567259,"NT"
"9346","Castilleja rupicola",96155.8081658287,"NT"
"9347","Tabebuia haemantha",15270.2090259313,"VU"
"9348","Asclepias curtissii",135659.382398923,"NT"
"9349","Averrhoa carambola",30330253.2103456,"NT"
"9350","Pedicularis rainierensis",12803.3147393456,"VU"
"9351","Cassia abbreviata",15768848.2016219,"NT"
"9352","Eucalyptus subcrenulata",51110.9014601163,"NT"
"9353","Gahnia grandis",91885.5710669685,"NT"
"9354","Castilleja elmeri",536078.913833429,"NT"
"9355","Jeffersonia diphylla",1416703.99625855,"NT"
"9356","Himantoglossum hircinum",1858078.24394599,"NT"
"9357","Caladenia chlorostyla",438302.433975555,"NT"
"9358","Leucogenes grandiceps",128962.451131424,"NT"
"9359","Chiloglottis cornuta",714154.40776138,"NT"
"9360","Echium wildpretii",49062370.4994716,"NT"
"9361","Raoulia grandiflora",107876.296623464,"NT"
"9362","Nothofagus menziesii",320620.783043462,"NT"
"9363","Calliandra houstoniana",14924716.6276174,"NT"
"9364","Crescentia alata",5468308.2793598,"NT"
"9365","Petermannia cirrosa",33808.0336477058,"NT"
"9366","Kingia australis",110740.112100983,"NT"
"9367","Lysichiton camtschatcensis",2555642.13094778,"NT"
"9368","Erythrina leptorhiza",564251.210208596,"NT"
"9369","Orchis patens",157737.951648378,"NT"
"9370","Viola reichenbachiana",7015495.7856989,"NT"
"9371","Ruta graveolens",23860295.5738775,"NT"
"9372","Descurainia bourgaeana",19475.9302782555,"VU"
"9373","Digitalis lanata",3188604.24575696,"NT"
"9374","Aspilia mossambicensis",9028059.51563677,"NT"
"9375","Acanthospermum australe",8133862.76124058,"NT"
"9376","Kalanchoe lanceolata",7015841.29925734,"NT"
"9377","Trichilia dregeana",7423528.21355242,"NT"
"9378","Trema orientale",35627919.2060556,"NT"
"9379","Tiliacora acuminata",1651474.19495186,"NT"
"9380","Eucalyptus diversicolor",343445.528667062,"NT"
"9381","Xerochrysum bracteatum",57033144.2435174,"NT"
"9382","Pimelea physodes",73708.9615494184,"NT"
"9383","Drymonia lanceolata",202688.249857104,"NT"
"9384","Crassocephalum rubens",4376063.63783856,"NT"
"9385","Echium auberianum",15365.3425469179,"VU"
"9386","Cytisus supranubius",8192.86055498255,"VU"
